TRADEDATE;UNKL;UPRO;ENRU;CHEP;CHMK;CNTLP;CNTL;FEES;PHOR;LIFE;TRMK;TRNFP;TRCN;VRSB;TGKBP;TGKN;TGKA;TTLK;TATN;TATNP;SNGSP;SNGS;SVAV;SELG;CHMF;SBERP;SBER;SFIN;KRKNP;RNFT;AQUA;RUSP;ROLO;RUGR;HYDR;RUAL;AGRO;RTKMP;RTKM;RSTIP;RSTI;ROSN;RKKE;RASP;PLZL;PIKK;PMSBP;PMSB;KZOSP;KZOS;UWGN;UNAC;GMKN;NVTK;NMTP;NLMK;NKHP;NKNCP;NKNC;NSVZ;MTSS;MRKY;MRKP;MRKC;MRKU;MRKS;MRKZ;MRKV;MSRS;MSNG;MSTT;MOEX;CBOM;MTLRP;MTLR;MGTSP;MAGN;MGNT;MVID;LKOH;LSNGP;LSNG;LNTA;LNZLP;LNZL;KBTK;KROT;IRKT;TGKD;KMAZ;KLSB;ISKJ;IRGZ;IRAO;DVEC;DSKY;FESH;DASB;GTRK;GCHE;LSRG;FIVE;SIBN;GAZP;OGKB;VSMO;BELU;BANE;BSPB;VTBR;VZRZP;AFLT;AMEZ;AFKS;APTK;ALNU;ALRS;AKRN;ABRD;YNDX;TCSG;QIWI;POLY
2021-02-10;10190;2.874;0.911;246.5;3180;16.12;17.26;0.21672;3621;7.01;58.2;144750;;67.8;0.00693;0.00305;0.011538;0.519;523.3;485.8;40.275;33.795;267.0;44.81;1283.0;245.16;265.9;492.8;15560;199.0;256.0;;10.71;8.78;0.7925;36.9;884.6;92.2;103.28;2.17;1.7337;491.45;8090;179.4;14404.5;748.0;150.0;150.7;21.46;85.6;137.0;0.47;25342;1347.0;8.155;207.24;378.0;79.16;88.8;203.5;330.4;0.0483;0.2497;0.3784;0.158;0.3795;0.05655;0.06795;1.327;2.143;108.6;160.76;6.425;74.6;71.75;1968;51.805;5197.0;827.1;5594.5;153.8;6.23;255.1;4115;18230;178.2;393.5;25.66;0.00412;63.9;11.29;39.01;11.96;5.338;0.831;145.26;11.14;;41.0;2012.0;929.0;2615.0;333.0;223.24;0.7872;22500;1830;1648.0;55.0;0.03737;277.8;69.18;7.67;35.506;13.462;62000.0;104.18;6008;196.5;5306.0;3594.6;851.0;1654.2
2021-02-11;10120;2.869;0.9115;245.0;3220;15.84;17.06;0.21608;3669;7.02;58.44;144950;;68.0;0.00689;0.00306;0.011524;0.516;517.0;480.5;40.24;33.675;268.0;44.6;1277.2;243.29;264.7;497.0;15520;204.2;256.0;;11.07;8.8;0.7972;36.815;886.0;91.8;102.7;2.16;1.7169;496.8;8060;179.7;14394.0;735.0;150.0;148.7;21.01;85.2;136.8;0.4585;25432;1327.4;8.12;206.5;378.0;81.6;89.1;202.5;328.45;0.0481;0.2482;0.3796;0.1568;0.3775;0.0562;0.06785;1.3255;2.14;107.7;160.11;6.443;76.2;72.33;1970;51.45;5117.5;803.1;5641.5;153.8;6.19;258.7;4110;18530;170.4;396.0;25.44;0.00417;63.8;11.34;38.75;11.88;5.3;0.832;142.92;11.0;;40.6;2096.0;929.2;2604.5;331.3;221.35;0.7935;22880;1939;1655.5;55.03;0.03747;276.2;68.86;7.85;34.885;13.536;62000.0;104.45;6030;197.0;5361.6;3530.6;868.0;1632.9
2021-02-12;10250;2.878;0.914;245.5;3220;15.82;17.44;0.21838;3698;7.06;58.26;146000;;68.2;0.00685;0.00301;0.01151;0.511;529.2;489.3;40.235;33.72;260.0;44.37;1287.2;245.33;266.0;497.2;15560;206.8;254.0;;10.94;8.784;0.809;36.75;885.0;91.75;104.31;2.175;1.7272;509.35;8050;179.1;14390.0;755.9;149.8;150.1;20.82;84.4;139.5;0.4485;25390;1370.0;8.16;208.2;369.0;81.04;89.1;202.0;327.1;0.0477;0.2498;0.3712;0.1554;0.3775;0.0566;0.0676;1.32;2.1335;107.55;163.28;6.411;77.65;70.77;1950;52.09;5169.0;780.7;5756.0;157.9;6.13;255.2;4080;18390;170.0;394.5;25.5;0.004125;63.3;11.32;38.8;11.82;5.285;0.835;143.94;11.09;;40.0;2099.0;929.2;2602.0;339.0;226.71;0.795;23000;2158;1653.0;55.1;0.037685;277.0;69.28;7.735;35.15;13.446;61400.0;104.95;6036;196.5;5448.0;3559.0;876.5;1647.3
2021-02-15;10250;2.9;0.9105;245.5;3305;16.24;17.66;0.21994;3738;7.125;58.76;146000;;68.6;0.0069;0.00304;0.01144;0.516;538.2;497.6;40.195;34.05;262.0;45.3;1287.8;249.75;271.81;495.0;15600;209.0;254.5;;11.275;8.862;0.8131;37.415;884.0;92.05;104.99;2.187;1.7398;521.45;8400;179.8;14470.5;764.5;150.6;151.4;20.8;84.8;140.5;0.445;26328;1409.8;8.13;207.44;383.5;80.98;89.2;202.5;330.15;0.04815;0.2556;0.3796;0.157;0.3835;0.05705;0.0677;1.363;2.12;109.3;165.29;6.518;77.1;73.27;1958;51.82;5280.0;797.2;5909.5;157.0;6.19;262.8;4100;18450;170.0;389.5;25.5;0.00408;63.8;11.3;38.8;11.8;5.301;0.839;144.8;11.29;;40.4;2087.0;933.4;2656.0;344.2;229.22;0.812;23560;2510;1657.0;55.57;0.03808;277.0;69.62;7.785;35.716;13.476;61600.0;103.83;6060;197.5;5478.0;3598.0;887.5;1670.0
2021-02-16;11200;2.87;0.913;246.0;3270;16.24;17.54;0.22156;3776;7.03;58.68;145400;;68.6;0.00687;0.00302;0.01137;0.513;538.0;497.0;40.06;33.935;262.0;45.2;1301.0;248.64;270.9;489.6;15560;208.2;254.0;;11.25;8.9;0.81;37.495;885.6;92.2;104.13;2.234;1.7675;525.6;8400;178.12;14400.0;766.0;150.2;150.7;20.68;84.7;138.7;0.45;26208;1399.0;8.175;208.12;380.0;81.36;89.3;203.5;327.9;0.04805;0.2548;0.379;0.1602;0.378;0.05795;0.0681;1.3915;2.118;109.0;162.88;6.534;77.75;72.33;1968;52.415;5297.5;823.0;5868.5;157.35;6.13;260.2;4100;18380;175.0;394.0;25.4;0.00407;63.6;11.09;38.76;11.82;5.2825;0.847;143.84;11.45;;40.0;2081.0;930.8;2664.5;346.6;232.46;0.8142;23800;3174;1645.0;55.98;0.03789;276.2;69.5;7.7;35.8;13.452;62200.0;101.46;6090;198.5;5348.0;3758.4;874.5;1651.2
2021-02-17;10660;2.867;0.856;244.0;3250;16.22;17.24;0.2199;3779;6.99;58.48;146000;;68.8;0.0068;0.00299;0.011366;0.507;529.8;496.6;40.01;34.195;258.5;44.6;1293.0;248.39;270.9;483.0;15500;208.2;253.0;;10.905;9.222;0.811;38.485;884.0;92.0;104.32;2.202;1.759;515.15;8280;175.58;14099.0;761.9;149.8;151.7;20.41;84.4;137.0;0.4435;26488;1372.0;8.115;207.36;372.0;81.16;89.4;205.0;323.1;0.048;0.2534;0.373;0.1578;0.379;0.05675;0.0676;1.388;2.116;108.55;164.5;6.456;77.05;72.37;1946;52.145;5260.0;833.4;5768.5;156.35;6.12;256.8;4085;18420;175.0;394.0;25.26;0.00401;63.5;10.86;38.4;11.72;5.269;0.841;144.68;11.48;;39.4;2083.0;921.2;2639.5;347.65;229.14;0.7849;23000;4442;1633.0;55.49;0.03768;275.0;69.18;7.6;35.645;13.434;61000.0;100.9;6050;201.0;5187.0;3900.0;862.0;1612.1
2021-02-18;10860;2.857;0.842;249.0;3130;15.84;17.16;0.21786;3733;6.9;58.6;145600;;69.2;0.0067;0.00297;0.01111;0.501;515.2;481.9;39.825;33.495;257.5;44.2;1280.8;247.0;266.99;486.4;15400;209.2;249.0;;11.12;12.908;0.8087;39.045;887.8;91.85;108.91;2.187;1.7319;506.85;8120;174.92;13772.5;763.8;149.6;150.4;20.56;82.0;136.2;0.4795;26702;1330.4;8.12;204.68;378.0;81.34;89.05;283.0;320.7;0.04785;0.2521;0.39;0.1574;0.375;0.0565;0.06725;1.3125;2.095;108.55;160.98;6.394;75.4;69.84;1934;51.09;5155.5;834.7;5615.0;155.05;6.07;253.9;4075;18280;175.0;551.0;25.26;0.003955;62.9;10.8;38.15;11.7;5.201;0.835;143.52;11.6;;38.9;2079.0;913.6;2579.0;338.1;224.47;0.785;22700;6204;1629.0;54.81;0.03694;272.4;68.8;7.585;35.389;13.502;62000.0;97.85;5990;281.0;5007.8;3841.0;836.0;1586.7
2021-02-19;10650;2.85;0.839;254.0;3130;15.9;17.4;0.2155;3842;6.925;58.96;145650;;67.0;0.00695;0.00312;0.01132;0.506;523.8;491.1;39.735;33.83;264.0;44.44;1308.4;249.64;271.34;485.0;15520;204.8;252.5;;10.98;10.83;0.8036;40.37;888.8;93.75;109.25;2.164;1.7127;512.75;8220;178.44;13948.0;784.9;150.6;151.7;20.5;82.0;136.3;0.468;28130;1363.0;8.32;208.7;380.0;81.12;89.15;233.0;322.4;0.0475;0.2511;0.3882;0.1628;0.389;0.05705;0.0675;1.271;2.1285;107.4;165.55;6.488;75.85;70.51;1942;51.73;5172.5;826.3;5656.0;157.4;5.99;251.0;4065;18350;176.4;771.0;25.2;0.005215;63.2;10.87;37.89;12.02;5.205;0.841;145.0;12.0;;38.7;2091.0;925.0;2577.5;338.2;226.0;0.7887;23100;3722;1622.0;55.28;0.03738;272.4;69.02;7.595;36.501;13.486;61000.0;96.95;6008;231.0;5005.0;4060.0;848.5;1600.0
2021-02-20;10760;2.861;0.845;250.5;3145;16.16;17.64;0.21612;3893;7.03;58.7;145550;;72.6;0.00696;0.00303;0.011598;0.5095;524.6;492.9;40.03;33.825;264.0;44.67;1311.8;249.12;270.51;487.2;15500;208.8;254.0;;11.015;11.28;0.8054;40.085;897.4;93.7;110.08;2.214;1.741;513.15;8240;177.8;13988.0;781.9;150.4;150.2;20.53;83.2;135.2;0.466;27088;1363.0;8.26;209.5;388.0;80.74;89.65;217.0;323.2;0.0476;0.2514;0.396;0.164;0.375;0.057;0.06765;1.273;2.125;108.45;165.55;6.478;76.95;71.62;1948;52.3;5149.5;826.8;5633.0;158.0;6.0;253.4;4080;18400;245.6;480.0;25.28;0.004565;63.6;10.96;38.1;11.94;5.21;0.862;144.7;12.05;;40.55;2118.5;922.6;2591.0;340.0;225.84;0.8025;23560;2560;1645.5;55.7;0.03731;349.4;69.14;7.57;36.656;13.518;61000.0;97.9;6016;219.0;5064.0;4249.0;844.5;1602.6
2021-02-22;10500;2.84;0.85;248.5;3175;16.24;17.44;0.21758;3903;6.98;58.0;144900;;70.0;0.00686;0.00301;0.011368;0.498;527.8;492.3;39.785;33.83;263.0;44.6;1334.6;251.48;273.71;484.0;15500;211.6;254.0;;10.87;10.796;0.7976;41.35;897.0;93.35;108.31;2.188;1.7109;516.0;8150;181.5;13929.0;785.0;151.0;151.7;20.43;82.7;134.9;0.469;26156;1338.6;8.02;214.64;380.5;79.8;89.4;208.5;320.2;0.0471;0.2503;0.388;0.1626;0.3705;0.0571;0.0675;1.253;2.103;111.55;169.5;6.532;78.5;71.49;1944;53.09;5098.0;819.9;5786.0;160.4;6.04;256.5;4170;18320;200.0;458.0;25.26;0.00426;62.8;10.97;37.98;11.76;5.1745;0.843;143.68;12.14;;39.8;2140.0;938.2;2536.5;340.35;225.63;0.7905;23000;2499;1626.0;55.33;0.03735;275.6;69.2;7.505;36.291;13.468;61600.0;97.99;5980;206.0;4918.0;4192.0;826.5;1620.0
2021-02-24;10700;2.841;0.841;250.0;3100;15.94;17.28;0.2147;3929;6.965;57.9;144150;;70.6;0.00684;0.00304;0.011154;0.505;537.4;500.9;39.655;33.805;265.0;44.35;1304.4;250.26;271.9;483.8;15440;205.0;249.5;;10.305;10.182;0.7789;39.775;889.8;93.3;109.5;2.153;1.7056;518.25;8110;185.6;14091.0;775.0;149.6;150.6;20.11;81.5;134.6;0.456;24846;1323.0;8.055;211.94;370.5;79.5;89.3;210.5;315.65;0.0469;0.25;0.3862;0.1624;0.406;0.0563;0.06735;1.25;2.155;109.25;173.28;6.725;77.25;71.0;1940;52.54;5008.0;820.2;5788.5;156.45;5.95;266.1;4080;18370;185.4;440.0;25.14;0.0043;62.9;10.37;37.5;11.82;5.146;0.834;140.42;12.09;;39.45;2110.5;928.0;2480.5;344.0;222.55;0.7805;23100;2415;1625.0;55.69;0.03748;277.4;70.3;7.465;35.701;13.456;61000.0;98.45;6020;210.5;4928.2;3825.0;809.0;1577.1
2021-02-25;10600;2.832;0.84;246.5;3080;16.46;19.1;0.21498;3957;6.965;57.7;143650;;69.4;0.00686;0.003;0.01125;0.5035;535.5;500.1;39.435;33.59;261.0;44.09;1341.0;249.51;270.71;486.2;15480;202.4;252.0;;10.04;10.22;0.778;40.03;891.4;93.8;108.95;2.157;1.696;529.35;8080;186.5;14120.0;780.0;149.6;151.5;20.05;81.0;133.3;0.455;23204;1293.4;8.05;217.28;367.0;80.38;89.35;213.0;314.8;0.0472;0.2501;0.4018;0.1612;0.388;0.05615;0.0673;1.263;2.1845;109.4;172.6;6.81;77.35;72.8;1938;53.09;4919.5;822.0;5740.5;156.35;5.91;274.0;4085;18220;212.8;458.0;25.24;0.00418;63.0;10.34;37.68;11.76;5.1575;0.833;140.34;12.16;;39.6;2122.0;911.2;2483.5;348.95;221.7;0.7842;23280;2328;1618.5;56.5;0.037415;277.4;69.44;7.6;35.706;13.438;61800.0;99.3;6030;209.5;4857.4;3899.8;806.5;1529.1
2021-02-26;10340;2.807;0.8275;247.5;3110;16.06;18.0;0.21462;4048;6.9;57.54;142850;;68.0;0.00678;0.00301;0.011;0.493;522.5;491.8;39.28;32.5;257.0;43.57;1343.6;249.4;270.17;484.8;15400;197.8;253.0;;9.625;10.772;0.7818;38.93;900.2;92.6;108.85;2.153;1.698;523.35;8020;181.4;14027.0;770.8;149.0;150.0;19.47;80.9;132.0;0.4485;23502;1276.0;8.03;222.12;359.5;79.48;89.1;210.0;313.05;0.04665;0.2502;0.4052;0.1578;0.377;0.05585;0.0668;1.189;2.1645;108.1;173.31;6.694;76.55;70.0;1932;54.205;4929.0;820.4;5575.5;155.0;5.9;264.0;4080;18300;198.2;440.0;25.12;0.00412;62.2;10.22;37.2;11.8;5.1225;0.828;141.92;12.06;;39.3;2112.0;862.2;2452.5;339.0;217.56;0.7796;23280;2055;1619.0;55.75;0.037075;276.2;69.66;7.45;35.02;13.44;61600.0;99.52;5990;203.0;4813.2;3857.0;806.0;1503.0
2021-03-01;10420;2.819;0.827;249.0;3135;16.22;17.8;0.21428;4034;6.92;57.66;143700;;67.6;0.00678;0.00301;0.01112;0.497;528.3;494.7;39.69;32.59;260.5;43.87;1366.8;250.1;273.58;483.2;15500;197.8;250.5;;9.965;12.656;0.7894;39.39;898.6;93.15;109.67;2.15;1.703;524.1;8030;183.1;14260.0;757.3;148.6;151.9;19.84;81.6;131.3;0.4515;24268;1298.6;8.03;224.2;373.0;79.96;89.6;212.0;316.7;0.04675;0.2514;0.409;0.1598;0.37;0.05625;0.06675;1.17;2.1885;109.1;177.65;6.775;76.5;71.08;1932;55.1;4970.5;848.0;5634.0;155.4;5.91;261.5;4070;18170;220.0;483.5;25.12;0.004275;64.2;10.08;36.6;11.62;5.102;0.818;143.42;12.07;;38.3;2165.5;859.6;2439.0;343.8;221.47;0.8024;23080;2268;1611.5;56.33;0.037385;275.0;69.92;7.515;35.314;13.704;62200.0;101.1;5992;217.5;5004.6;3888.0;816.0;1497.1
2021-03-02;10390;2.838;0.819;286.0;3120;16.1;17.94;0.21436;4069;6.915;58.96;144400;;68.0;0.00679;0.003;0.011078;0.506;533.3;498.0;40.095;33.325;260.0;43.55;1360.0;252.75;279.1;485.0;15460;197.0;252.5;;9.95;12.152;0.8059;39.775;898.0;92.75;110.01;2.16;1.7037;526.0;8080;182.0;14505.0;778.1;149.4;152.0;19.81;80.0;133.2;0.4525;23774;1319.0;8.015;222.2;370.0;79.76;89.6;216.0;318.9;0.0472;0.2525;0.4072;0.1584;0.3695;0.05585;0.0675;1.25;2.156;109.5;174.33;6.875;76.3;70.8;1938;54.965;5068.5;870.0;5648.5;154.1;5.93;262.1;4050;18230;213.0;474.5;25.58;0.004235;64.8;10.01;35.61;11.72;5.0975;0.809;143.32;12.17;;38.3;2245.0;854.2;2449.0;346.7;222.74;0.7981;23200;2494;1610.5;56.55;0.037605;273.2;71.1;7.53;35.194;13.72;62400.0;102.53;6032;235.0;5027.0;3828.0;820.0;1518.0
2021-03-03;10390;2.83;0.815;300.0;3110;16.1;17.94;0.2145;4181;6.89;60.14;145750;;67.6;0.00683;0.003;0.01103;0.5085;534.8;501.9;40.15;33.585;261.0;43.62;1375.4;252.3;278.01;489.4;15480;197.2;251.5;;10.09;12.36;0.7985;40.77;908.6;93.3;109.92;2.145;1.6753;533.8;8050;183.72;14401.5;773.0;148.0;148.2;19.67;79.6;132.0;0.454;23304;1318.8;7.94;226.8;369.0;79.66;89.8;213.0;315.8;0.04705;0.258;0.42;0.1576;0.366;0.05605;0.06685;1.254;2.175;108.95;170.62;6.904;75.7;70.62;1944;56.14;5030.0;863.2;5701.0;154.6;5.93;264.0;4045;18270;208.2;466.5;25.38;0.004255;64.6;10.16;36.16;11.72;5.085;0.804;144.64;12.22;;38.65;2365.0;860.2;2474.0;343.95;222.15;0.787;22980;2415;1611.5;57.5;0.037445;270.8;70.6;7.55;35.251;13.674;62000.0;103.35;6000;220.0;4890.2;3820.8;807.0;1500.7
2021-03-04;10280;2.897;0.8165;281.0;3115;16.02;17.5;0.21114;4020;6.83;59.78;144300;;67.4;0.00677;0.003;0.01098;0.503;533.7;500.4;39.745;33.495;260.0;43.0;1333.0;250.24;274.75;513.4;15480;189.6;250.0;;10.06;12.248;0.7956;39.1;903.6;91.85;106.8;2.146;1.6673;540.1;7950;180.64;14064.0;769.1;147.6;147.8;19.8;78.8;129.6;0.447;22172;1297.0;7.9;216.16;367.0;79.52;89.55;211.0;319.0;0.0468;0.2552;0.4182;0.158;0.3625;0.05585;0.06605;1.252;2.17;108.35;169.56;6.875;76.3;69.57;1946;54.4;4965.5;848.8;5806.0;154.3;5.91;262.3;4055;18110;203.0;453.0;25.1;0.00419;64.1;10.1;35.46;11.6;5.0615;0.794;141.46;12.19;;38.25;2456.0;857.0;2422.5;346.9;221.14;0.7808;23440;2141;1616.0;57.06;0.036975;273.4;69.44;7.495;34.455;13.55;62000.0;103.62;5982;211.5;4718.2;3710.0;786.5;1472.5
2021-03-05;9970;2.867;0.8175;261.5;3080;15.8;17.14;0.21186;4105;6.82;59.82;145750;;67.6;0.00683;0.00298;0.01097;0.499;567.4;525.3;40.14;34.98;260.0;42.55;1339.0;252.75;277.5;500.6;15460;186.0;247.0;;9.75;11.96;0.8064;39.6;896.8;90.2;107.92;2.128;1.68;561.0;7750;178.1;14500.0;761.3;148.0;147.5;19.3;79.8;130.2;0.438;22348;1395.0;7.915;213.3;362.0;79.14;89.0;208.5;318.6;0.04615;0.2508;0.4062;0.1576;0.353;0.05565;0.066;1.2255;2.177;109.1;167.43;6.914;77.3;70.0;1936;54.66;5010.0;816.2;6236.0;153.95;5.86;257.3;4025;18060;202.8;447.0;25.08;0.004165;64.2;9.97;35.2;11.66;5.049;0.774;142.2;12.1;;38.5;2370.0;864.4;2446.0;359.3;227.0;0.7826;23600;2067;1640.0;56.89;0.03759;266.4;69.28;7.4;34.667;13.566;62400.0;106.65;5996;211.0;4722.8;3805.0;801.0;1501.5
2021-03-09;10000;2.874;0.8225;304.5;3070;15.82;17.16;0.2108;4060;6.805;60.54;144900;;67.6;0.00682;0.00303;0.011002;0.5045;607.0;555.8;40.715;36.075;259.5;43.51;1315.6;258.86;285.79;507.2;15480;185.4;248.0;;9.915;12.0;0.8172;39.86;910.2;92.1;107.44;2.137;1.6913;570.6;7560;180.96;14513.0;760.1;148.8;148.4;19.42;80.5;129.8;0.433;22954;1459.4;7.99;210.2;360.5;79.54;90.2;204.0;313.9;0.0463;0.255;0.405;0.1564;0.3505;0.0558;0.06615;1.243;2.2;108.35;168.48;6.975;78.9;70.59;1940;53.4;4980.5;799.0;6305.0;153.85;5.8;257.7;4065;18250;198.6;453.5;25.24;0.004185;64.6;10.02;35.7;11.74;5.0315;0.795;137.58;12.24;;38.6;2420.0;863.2;2435.0;377.0;232.1;0.7896;24600;2138;1713.0;56.23;0.038465;267.0;69.66;7.455;34.322;13.51;62400.0;108.13;6010;207.0;4707.6;3747.8;807.0;1540.1
2021-03-10;9960;2.855;0.826;301.5;3100;15.86;16.8;0.21014;3980;6.79;62.44;143500;;67.2;0.0068;0.00301;0.01105;0.5025;605.3;556.9;40.555;35.47;259.5;43.41;1334.4;258.0;282.24;506.0;15500;190.8;250.0;;9.895;11.822;0.8131;41.315;903.0;90.75;106.93;2.148;1.6644;561.15;7650;181.28;14107.5;754.1;149.0;149.7;19.51;80.5;130.7;0.4325;23164;1467.2;7.915;208.68;363.5;79.62;89.95;206.5;315.3;0.0469;0.2524;0.3826;0.1568;0.35;0.0557;0.066;1.2385;2.2045;108.2;169.03;6.994;77.35;70.01;1950;53.61;5070.0;788.8;6127.5;152.95;5.79;256.5;4070;18230;196.8;448.5;25.02;0.004185;64.5;10.06;35.3;11.58;5.047;0.789;139.4;12.04;;38.75;2420.0;856.0;2425.5;372.4;231.69;0.8066;24980;2138;1676.5;57.1;0.03831;266.0;69.86;7.42;35.036;13.506;62200.0;106.57;6004;206.0;4692.0;3755.4;809.0;1510.3
2021-03-11;10020;2.847;0.821;300.5;3205;15.86;16.86;0.211;3961;6.815;61.76;144750;;67.4;0.0068;0.00301;0.011312;0.5015;618.7;566.6;40.23;35.715;259.5;43.43;1361.0;258.47;286.0;505.2;15500;191.2;248.0;;10.135;11.602;0.8144;43.77;900.0;91.0;108.6;2.15;1.6627;572.0;7660;182.56;14231.0;746.3;149.4;150.4;19.63;82.2;129.6;0.4335;23396;1490.4;7.845;213.74;359.5;79.24;90.0;208.0;319.5;0.04695;0.2527;0.3804;0.1564;0.343;0.0554;0.0661;1.234;2.1965;108.7;169.01;6.949;78.3;70.78;1958;54.995;5096.5;756.8;6339.0;153.0;5.79;258.4;4090;18160;194.4;454.0;25.28;0.00413;64.6;10.11;35.67;11.64;5.07;0.791;140.0;12.08;;39.2;2444.0;861.8;2518.5;378.35;232.47;0.8006;25120;2484;1715.0;57.42;0.038265;265.0;70.0;7.465;35.26;13.582;61800.0;107.49;6000;209.5;4889.8;3908.2;808.0;1549.8
2021-03-12;9990;2.842;0.819;307.5;3145;15.9;17.16;0.21118;3957;6.81;80.32;146750;;67.2;0.00679;0.003;0.01157;0.5005;623.6;570.4;40.285;36.325;259.5;42.89;1408.0;260.39;284.93;509.6;15460;190.2;248.0;;10.0;11.586;0.8132;43.99;899.0;90.2;108.51;2.138;1.6641;572.25;7660;181.2;14110.5;739.8;149.8;149.4;19.24;82.3;129.9;0.432;23746;1532.0;7.93;216.0;362.0;81.26;90.1;207.5;320.7;0.04685;0.2502;0.3762;0.156;0.3475;0.0553;0.0658;1.2245;2.204;108.7;167.87;6.895;77.15;70.05;1956;55.695;5135.5;726.6;6356.0;153.0;5.82;257.2;4095;18100;201.2;447.5;25.14;0.004075;64.5;10.07;34.49;11.72;5.0555;0.795;139.5;12.05;;38.8;2456.0;860.8;2488.0;381.5;233.8;0.7977;25100;2423;1708.0;56.85;0.038175;266.0;69.86;7.47;35.89;13.72;62200.0;106.43;5994;206.5;4960.4;4309.8;818.0;1523.8
2021-03-15;10040;2.972;0.822;306.0;3225;15.96;17.1;0.2162;3947;6.8;93.3;147100;;67.0;0.00682;0.003;0.011466;0.503;624.6;579.0;40.7;36.095;260.0;43.07;1436.2;264.86;292.74;504.6;15560;192.4;251.0;;9.905;11.582;0.814;45.81;899.0;91.4;109.46;2.164;1.687;576.4;7720;189.12;14089.5;729.6;150.2;150.0;20.24;84.1;129.1;0.4285;24114;1558.6;7.84;217.78;354.0;80.1;89.9;206.0;321.5;0.047;0.2541;0.3854;0.1574;0.343;0.0551;0.0662;1.2225;2.1965;109.0;167.9;6.891;77.85;70.41;1954;55.8;5217.5;740.0;6472.5;152.3;5.81;258.4;4135;18110;196.8;442.0;25.04;0.004155;65.0;10.13;34.83;11.54;5.188;0.798;137.56;12.05;;38.7;2437.5;854.2;2500.0;384.5;237.79;0.798;25000;2460;1710.0;57.83;0.03857;268.2;70.82;7.55;35.83;13.678;62000.0;108.5;5986;206.5;5039.0;4317.4;825.0;1526.9
2021-03-16;10010;2.922;0.8205;307.5;3145;15.96;17.06;0.21342;3911;6.75;90.14;146950;;67.0;0.00683;0.003;0.011422;0.4995;610.0;567.1;40.505;35.925;259.5;43.2;1435.2;263.33;292.33;504.6;15580;190.4;261.5;;9.935;11.65;0.8136;44.68;884.6;93.35;110.98;2.151;1.6663;571.2;8100;185.72;14175.5;743.5;149.6;149.8;19.99;83.5;128.0;0.4285;22846;1540.2;7.77;215.2;364.5;76.8;89.0;207.5;318.25;0.0466;0.2535;0.389;0.1568;0.3375;0.05515;0.0668;1.2145;2.205;109.7;166.36;6.812;78.2;70.67;1946;55.3;5170.5;735.2;6445.0;151.45;5.93;258.6;4095;18050;195.4;470.0;25.1;0.00416;64.6;10.08;34.3;11.64;5.227;0.79;136.74;12.0;;38.45;2384.0;851.4;2490.0;382.8;234.02;0.7996;25500;3443;1696.5;58.18;0.038765;267.8;70.5;7.455;35.609;13.62;61600.0;108.2;6002;229.0;5161.8;4513.6;814.5;1529.8
2021-03-17;10000;2.944;0.8125;306.5;3170;15.92;17.12;0.2127;3985;6.71;86.96;146800;;66.6;0.00675;0.003;0.011334;0.4995;608.3;565.6;40.28;34.875;258.5;42.9;1417.0;257.65;283.35;498.4;15480;185.8;271.0;;9.76;15.2;0.8146;44.905;884.8;91.2;109.77;2.118;1.6268;555.85;7870;182.24;14264.0;744.1;149.2;149.5;20.04;82.3;127.2;0.43;22878;1493.6;7.78;215.16;360.5;76.2;87.9;210.0;317.9;0.04665;0.2508;0.381;0.1556;0.3365;0.055;0.0662;1.19;2.175;108.55;167.19;6.725;77.0;69.7;1944;54.38;5274.5;712.9;6363.0;151.5;5.85;270.0;4065;18100;191.4;480.0;25.12;0.00433;65.1;9.98;34.19;11.54;5.1545;0.786;135.32;12.03;;38.25;2409.0;847.0;2575.5;373.5;229.9;0.7878;25220;3321;1688.5;57.54;0.038215;266.8;70.02;7.42;35.37;13.518;61600.0;105.91;5990;213.0;5037.6;4494.0;811.5;1539.1
2021-03-18;9970;2.922;0.8065;307.0;3185;15.9;17.18;0.2109;3947;6.66;90.26;145850;;67.2;0.0068;0.003;0.011404;0.511;583.6;543.3;39.99;34.04;256.5;43.36;1411.4;255.79;279.25;499.2;15220;184.0;264.0;;9.785;13.62;0.807;45.275;900.4;91.2;107.74;2.12;1.5899;544.05;7850;181.5;14299.5;755.6;150.0;149.2;19.75;83.6;126.6;0.4645;22596;1443.0;7.8;216.02;364.5;75.18;87.95;214.0;316.25;0.047;0.2521;0.3858;0.156;0.343;0.05495;0.06655;1.184;2.17;108.5;167.75;6.939;77.15;70.03;1934;53.61;5362.0;720.3;6083.0;151.5;5.85;262.0;4090;18110;193.0;480.5;25.32;0.00432;65.0;10.01;34.18;11.56;5.085;0.793;134.5;12.0;;38.15;2432.5;839.6;2609.5;369.3;224.35;0.79;25300;3511;1698.5;57.83;0.03761;268.4;69.18;7.49;34.438;13.496;61600.0;107.16;5992;214.0;4858.0;4280.2;803.0;1550.1
