TRADEDATE;UNKL;UPRO;ENRU;CHEP;CHMK;CNTLP;CNTL;FEES;PHOR;LIFE;TRMK;TRNFP;TRCN;VRSB;TGKBP;TGKN;TGKA;TTLK;TATN;TATNP;SNGSP;SNGS;SVAV;SELG;CHMF;SBERP;SBER;SFIN;KRKNP;RNFT;AQUA;RUSP;ROLO;RUGR;HYDR;RUAL;AGRO;RTKMP;RTKM;RSTIP;RSTI;ROSN;RKKE;RASP;PLZL;PIKK;PMSBP;PMSB;KZOSP;KZOS;UWGN;UNAC;GMKN;NVTK;NMTP;NLMK;NKHP;NKNCP;NKNC;NSVZ;MTSS;MRKY;MRKP;MRKC;MRKU;MRKS;MRKZ;MRKV;MSRS;MSNG;MSTT;MOEX;CBOM;MTLRP;MTLR;MGTSP;MAGN;MGNT;MVID;LKOH;LSNGP;LSNG;LNTA;LNZLP;LNZL;KBTK;KROT;IRKT;TGKD;KMAZ;KLSB;ISKJ;IRGZ;IRAO;DVEC;DSKY;FESH;DASB;GTRK;GCHE;LSRG;FIVE;SIBN;GAZP;OGKB;VSMO;BELU;BANE;BSPB;VTBR;VZRZP;AFLT;AMEZ;AFKS;APTK;ALNU;ALRS;AKRN;ABRD;YNDX;TCSG;QIWI;POLY
2021-07-02;9040;2.765;0.803;301.0;3740;11.32;14.34;0.22222;4730;6.135;70.06;175000;;68.4;0.00664;0.00291;0.011224;0.597;538.3;506.7;46.24;36.53;215.0;44.81;1574.0;283.17;307.39;458.0;16380;165.6;360.5;;10.08;12.08;0.874;49.1;995.6;92.85;103.2;1.998;1.3577;567.0;7270;217.0;14277.5;1090.4;153.0;164.0;31.4;89.9;70.0;0.6535;25014;1657.0;7.025;229.74;363.0;80.3;110.15;201.0;349.5;0.0459;0.2468;0.3816;0.1528;0.3055;0.0493;0.05965;1.19;2.232;103.5;171.1;6.569;117.75;76.1;1444;59.745;5250.0;631.6;6849.0;152.05;6.23;245.3;6300;27950;;407.0;24.82;0.006545;73.3;9.85;38.72;11.74;4.7075;0.804;151.08;16.86;;35.75;2238.0;775.2;2563.5;447.1;285.65;0.741;29940;2766;1490.5;66.42;0.04877;;68.58;11.405;31.707;13.696;61600.0;126.14;5974;199.5;5216.0;6383.2;779.5;1615.8
2021-07-05;9060;2.767;0.8298;301.5;3760;11.26;14.52;0.22246;4819;6.195;73.0;177800;;68.6;0.00674;0.00297;0.01111;0.596;542.4;508.5;46.815;36.885;214.0;44.96;1555.0;282.5;307.0;471.2;16360;163.2;362.5;;10.015;12.394;0.878;49.835;1009.0;92.75;103.54;1.997;1.3649;567.5;7270;245.0;14195.0;1086.7;151.6;170.3;32.27;91.6;70.4;0.666;24924;1681.2;7.05;226.84;363.0;81.0;111.5;203.5;349.3;0.04575;0.247;0.3784;0.149;0.306;0.0494;0.0595;1.202;2.2205;103.0;173.07;6.606;118.0;76.5;1454;59.075;5232.0;647.5;6845.0;151.55;6.23;245.0;6450;28100;;406.0;24.96;0.006585;72.4;9.49;38.65;11.7;4.795;0.804;151.48;16.78;;35.45;2228.0;771.8;2575.0;443.9;291.1;0.7346;30100;2765;1521.0;66.23;0.050545;;69.34;11.57;32.104;13.7;62400.0;124.74;5966;208.0;5212.4;6630.0;777.5;1608.9
2021-07-06;8870;2.767;0.8176;303.5;3755;11.12;14.48;0.22466;4799;6.03;72.0;179500;;67.6;0.00668;0.00293;0.011014;0.5875;539.3;505.7;48.23;36.79;215.0;44.49;1528.2;280.91;303.34;478.0;15320;163.6;362.0;;10.025;12.32;0.8665;48.9;1011.6;92.0;102.16;2.0;1.3534;571.0;7210;234.78;14205.5;1059.9;149.0;165.0;32.01;93.0;70.2;0.6795;24462;1651.0;7.0;222.0;362.0;80.18;111.4;204.0;349.55;0.04585;0.2439;0.376;0.1464;0.3065;0.04975;0.0593;1.186;2.21;105.5;171.8;6.6;115.8;74.53;1454;57.58;5241.0;639.1;6829.0;150.9;6.19;245.9;6270;26480;;402.5;24.92;0.00693;72.3;9.45;37.23;11.7;4.682;0.8;150.88;16.55;;34.85;2232.5;770.2;2562.0;449.9;293.45;0.7313;30580;2771;1500.0;66.02;0.04948;;68.5;11.225;31.424;13.66;62000.0;121.09;5968;209.5;5247.4;6762.2;774.5;1617.1
2021-07-07;8880;2.771;0.8132;303.0;3765;11.04;14.46;0.23026;4826;5.975;71.5;174400;;67.2;0.00662;0.00294;0.010914;0.59;536.4;503.9;48.245;36.6;213.5;44.18;1590.0;281.5;304.06;478.4;15320;163.2;367.0;;9.985;11.99;0.8662;49.605;1031.6;92.8;102.04;1.995;1.3727;580.25;7200;237.44;14525.5;1069.7;149.0;167.6;32.99;96.8;70.2;0.7115;24658;1640.0;6.965;228.7;358.5;81.0;113.6;204.0;324.35;0.0461;0.2419;0.3728;0.1454;0.305;0.0496;0.0591;1.1895;2.1965;104.3;171.52;6.611;115.2;74.42;1442;58.965;5310.0;635.0;6782.0;151.6;6.17;250.5;6100;24490;;404.5;25.32;0.00708;72.7;9.56;38.22;11.64;4.7055;0.789;150.26;16.84;;34.85;2223.5;771.2;2513.0;450.0;297.39;0.7318;30600;2747;1494.5;66.07;0.0494;;68.34;11.17;31.67;13.58;62000.0;124.6;5972;204.5;5341.4;6680.6;773.5;1638.3
2021-07-08;8930;2.756;0.8112;304.0;3770;10.84;14.16;0.22782;4799;5.82;70.28;172450;;66.8;0.0066;0.00295;0.0109;0.5805;521.9;489.1;47.355;35.765;213.0;43.94;1561.0;280.5;302.63;470.0;15200;160.0;358.0;;9.95;11.828;0.825;48.97;1010.0;91.6;102.04;1.982;1.3607;581.1;7160;235.98;14549.0;1058.0;148.8;165.7;32.25;97.0;69.8;0.715;24514;1638.6;6.915;226.12;353.0;80.62;114.45;202.0;318.2;0.04565;0.2414;0.3708;0.1452;0.301;0.04915;0.05865;1.178;2.165;101.9;172.48;6.589;116.25;74.69;1442;58.4;5344.0;632.4;6684.0;153.3;6.19;249.6;6095;24500;;404.0;25.52;0.006795;73.2;9.68;38.0;11.54;4.6815;0.785;142.72;16.81;;34.95;2216.5;771.0;2495.5;440.05;292.86;0.7265;29820;2727;1460.5;65.41;0.048695;;68.5;11.085;31.155;13.516;61800.0;127.88;6038;203.0;5354.2;6673.0;761.0;1634.7
2021-07-09;8850;2.789;0.8164;303.0;3745;10.74;14.12;0.22916;4797;5.82;69.94;174500;;67.4;0.00663;0.00293;0.01109;0.576;519.1;486.4;47.84;35.56;215.5;43.87;1624.8;281.01;303.56;465.8;15200;160.4;370.0;;9.98;11.6;0.8339;49.54;1045.4;87.8;99.5;1.987;1.3646;577.85;7160;239.16;14190.0;1042.7;149.6;164.3;32.78;98.5;69.7;0.707;24780;1612.4;6.985;233.8;352.0;81.0;115.95;200.0;319.35;0.04565;0.2457;0.3752;0.1446;0.3005;0.0496;0.0589;1.189;2.191;102.45;171.55;6.616;116.15;76.8;1430;60.8;5322.5;618.0;6655.0;155.65;6.22;247.8;6020;23370;;403.5;25.36;0.00674;74.0;9.7;38.2;11.44;4.6995;0.795;143.7;17.15;;34.75;2224.0;769.6;2479.0;440.0;295.22;0.7172;29100;2705;1477.0;66.9;0.048995;;68.74;11.19;31.172;13.504;61400.0;130.99;6008;202.0;5235.8;6625.0;761.5;1622.0
2021-07-12;8750;2.793;0.824;307.0;3775;10.56;14.22;0.22808;4789;5.77;70.22;176450;;67.2;0.00663;0.00293;0.01115;0.583;518.6;484.7;47.905;35.495;214.5;43.82;1631.8;284.61;306.23;465.2;15240;158.8;379.5;;9.995;11.754;0.8346;50.385;1077.0;88.35;98.84;1.991;1.3645;579.0;7170;242.34;14182.5;1029.1;148.0;166.3;32.71;100.2;70.3;0.788;25112;1614.8;6.97;235.82;349.5;81.04;117.0;203.5;324.0;0.0456;0.2476;0.3778;0.143;0.303;0.0499;0.0585;1.1955;2.227;100.85;171.82;6.652;116.05;76.74;1424;61.1;5365.0;620.5;6611.0;157.9;6.21;248.4;2845;12490;;404.0;26.44;0.006735;74.8;9.82;38.69;11.66;4.7075;0.805;146.46;16.93;;34.65;2244.5;767.0;2487.5;435.05;297.39;0.7158;29620;2727;1474.0;66.97;0.04889;;68.84;11.4;30.981;13.578;61600.0;133.11;5988;201.5;5281.0;6796.6;763.0;1636.9
2021-07-13;8790;2.809;0.8224;304.5;3850;10.58;14.24;0.22746;4794;5.755;70.0;178050;;68.0;0.00667;0.00296;0.011094;0.583;518.9;486.2;47.525;35.42;212.0;43.66;1671.0;281.87;303.0;465.0;15200;158.0;391.5;;9.92;11.712;0.8279;49.85;1072.4;88.1;98.62;1.982;1.358;576.0;7100;241.62;14319.0;1040.6;148.0;166.7;32.8;102.0;69.9;0.79;25662;1605.0;7.01;239.22;343.5;80.84;118.15;202.5;323.7;0.04565;0.2458;0.3766;0.1438;0.3025;0.0494;0.0583;1.1985;2.24;100.5;171.1;6.62;120.35;79.52;1440;62.88;5416.5;617.6;6637.0;159.3;6.17;248.5;2290;10980;;402.5;26.5;0.006675;75.9;10.12;38.5;11.72;4.679;0.806;145.3;16.6;;34.45;2251.0;770.8;2483.5;436.0;293.83;0.7217;29620;2705;1480.0;67.5;0.048225;;68.28;12.4;30.854;13.51;62000.0;137.22;5960;201.0;5256.8;6527.4;760.5;1632.8
2021-07-14;8500;2.774;0.825;304.0;3855;10.44;14.24;0.22798;4802;5.965;68.6;177400;;68.0;0.00666;0.00292;0.01096;0.5805;516.2;481.7;46.95;35.135;211.0;43.54;1652.4;279.9;301.5;467.2;15100;157.0;404.5;;9.915;11.76;0.8213;50.03;1080.0;88.0;97.3;1.977;1.3588;569.0;7000;253.0;14275.0;1028.0;150.4;167.3;32.45;105.0;70.1;0.8025;25734;1587.0;7.11;236.86;348.5;80.86;118.6;198.5;323.7;0.0453;0.2458;0.3786;0.1426;0.299;0.049;0.0581;1.179;2.214;101.75;171.85;6.534;127.75;80.0;1430;62.08;5385.0;627.1;6566.0;158.2;6.18;247.9;2185;10500;;400.0;26.2;0.0066;73.9;10.0;37.57;11.66;4.6435;0.804;143.4;16.69;;34.7;2236.0;775.0;2457.5;439.5;284.6;0.7158;29680;2646;1500.0;67.03;0.04731;;68.04;12.435;30.501;13.512;63000.0;134.85;5946;200.0;5177.8;6306.0;784.0;1642.3
2021-07-15;8620;2.763;0.82;304.0;4150;10.44;14.2;0.20916;4792;5.82;68.02;177000;;68.0;0.0066;0.00289;0.010926;0.578;499.6;465.4;46.365;34.2;208.0;43.68;1680.2;280.04;301.72;463.2;15060;154.0;436.5;;9.925;11.774;0.8156;49.775;1088.0;88.05;97.08;1.944;1.326;562.5;6900;248.7;14400.0;1039.7;150.8;165.1;31.85;101.8;69.9;0.787;25624;1556.2;7.04;241.1;343.0;80.02;113.85;198.0;322.2;0.0451;0.2475;0.3756;0.1432;0.2965;0.0482;0.0583;1.191;2.192;100.15;170.7;6.516;127.55;79.36;1412;62.84;5308.0;630.0;6430.5;157.35;6.18;245.0;2475;13440;;401.5;26.18;0.006545;72.0;9.96;38.4;11.7;4.611;0.799;144.6;16.77;;34.85;2266.5;770.6;2435.0;433.9;280.01;0.6985;29260;2582;1477.0;65.89;0.04719;;67.76;12.13;30.07;13.53;65000.0;133.27;5974;198.5;5188.0;6393.0;778.0;1664.0
2021-07-16;8600;2.83;0.829;304.0;4050;10.26;14.3;0.20736;4711;5.755;67.74;167800;;68.0;0.00658;0.00291;0.011328;0.5765;496.7;465.5;45.86;33.805;206.0;43.4;1663.6;277.78;298.85;460.8;15080;152.2;433.5;;9.935;11.672;0.8115;48.955;1095.0;87.4;95.26;1.908;1.3213;563.45;6790;252.0;14056.0;1033.1;149.0;161.3;31.13;98.5;70.0;0.795;25248;1537.0;7.055;238.5;344.0;79.06;110.95;200.0;320.55;0.045;0.2462;0.376;0.143;0.295;0.04785;0.05805;1.183;2.1935;99.5;169.51;6.486;126.85;79.8;1406;62.0;5235.0;621.2;6362.0;154.45;6.14;243.5;2740;16630;;397.5;26.8;0.006385;73.6;9.92;38.25;11.7;4.577;0.804;143.3;16.82;;34.5;2258.0;763.2;2390.0;428.4;279.65;0.6959;29760;2511;1469.0;65.08;0.04725;;66.78;12.01;30.076;13.546;65000.0;129.85;5994;197.5;5150.0;6412.0;772.0;1616.8
2021-07-19;8570;2.712;0.8094;304.0;3970;10.3;14.2;0.2024;4638;5.62;65.1;157250;;68.8;0.00655;0.00288;0.01092;0.5655;483.4;454.3;38.895;32.8;203.5;43.01;1673.6;272.19;291.46;453.8;15080;147.6;417.0;;10.18;11.504;0.782;47.375;1058.0;85.65;93.2;1.8;1.278;543.9;6880;249.66;14001.0;1031.6;148.8;154.3;30.83;99.1;68.1;0.7705;25046;1515.4;6.92;233.46;338.0;77.74;109.0;197.5;317.1;0.04475;0.2401;0.3672;0.1394;0.299;0.0474;0.0571;1.1645;2.1715;96.4;164.2;6.426;119.75;76.49;1382;61.99;5099.0;612.9;6228.0;153.55;6.1;236.8;3830;18190;;387.0;27.54;0.0063;71.8;9.91;37.15;11.6;4.43;0.79;140.86;16.19;;34.3;2221.5;742.0;2372.5;414.75;275.51;0.678;29700;2400;1451.0;62.65;0.046;;66.7;12.055;29.35;13.398;63800.0;126.89;5964;194.0;5109.0;6379.0;741.5;1622.5
2021-07-20;8410;2.711;0.8148;305.5;3980;10.26;14.24;0.20514;4672;5.63;64.9;157450;;69.0;0.00658;0.0029;0.011046;0.577;482.1;454.6;38.46;32.59;207.0;43.54;1716.6;277.02;296.1;451.6;15080;144.4;413.0;;10.075;11.464;0.7877;47.98;1067.6;84.8;93.07;1.82;1.2712;547.5;6820;246.78;13845.5;1033.5;150.2;153.0;32.21;103.3;69.4;0.753;25138;1523.8;6.915;240.72;344.5;79.36;115.2;196.5;316.05;0.0451;0.239;0.3688;0.141;0.2945;0.04635;0.05675;1.178;2.16;96.15;167.58;6.479;120.85;79.35;1380;63.015;5096.5;610.3;6307.5;159.7;6.06;237.0;3310;14590;;387.0;27.0;0.00623;72.2;9.91;37.37;11.6;4.409;0.791;140.86;16.76;;35.0;2242.0;736.8;2375.5;421.45;277.3;0.6822;30200;2399;1434.0;62.83;0.04625;;67.68;12.795;29.287;13.336;65000.0;128.71;5982;194.5;5095.4;6410.2;746.5;1590.5
2021-07-21;8280;2.729;0.8116;305.0;3930;10.32;14.2;0.20434;4709;5.725;66.12;159000;;69.0;0.00658;0.0029;0.01106;0.5715;491.9;460.2;38.18;32.735;209.0;43.6;1711.8;276.01;294.86;457.2;15180;150.2;425.0;;10.1;11.41;0.8049;47.25;1072.8;85.0;92.97;1.911;1.3122;551.9;7120;249.12;13693.0;1026.4;149.8;155.6;31.93;101.6;71.3;0.706;25050;1540.2;6.955;242.6;346.5;80.2;115.0;198.5;317.15;0.045;0.2374;0.371;0.141;0.2935;0.047;0.0571;1.183;2.165;94.65;166.6;6.512;124.35;79.8;1374;64.05;5142.0;616.7;6393.0;159.0;6.03;238.7;3110;13840;;388.0;26.1;0.0064;72.4;10.0;41.51;11.58;4.3745;0.79;139.5;16.79;;34.6;2254.0;745.4;2339.5;420.25;282.9;0.677;30880;2581;1434.0;63.73;0.04693;;67.8;12.69;29.053;13.41;65000.0;128.79;5994;194.5;5151.2;6480.0;771.0;1563.0
2021-07-22;8510;2.726;0.8106;304.0;3940;10.6;14.3;0.20334;4706;5.835;72.8;160950;;68.4;0.00664;0.00289;0.011;0.5695;490.4;459.0;38.355;32.65;208.5;43.75;1739.0;278.6;297.27;456.8;15200;164.2;433.0;;10.09;11.508;0.7981;47.69;1066.0;84.85;93.37;1.895;1.291;553.65;7000;250.7;13891.0;1031.2;151.2;155.0;31.3;100.0;72.8;0.699;25080;1551.6;7.2;247.7;348.5;82.66;117.0;197.5;316.45;0.04505;0.2366;0.3776;0.1412;;0.04755;0.0565;1.1765;2.193;94.8;170.39;6.617;123.3;79.3;1378;65.3;5128.0;636.9;6456.0;160.85;6.06;239.2;2870;13230;;390.0;25.96;0.006545;72.3;9.97;48.39;11.5;4.4075;0.79;138.6;16.56;;34.55;2252.5;755.0;2343.5;423.0;283.28;0.674;29820;2604;1410.0;62.93;0.04676;;67.22;13.485;29.95;13.466;65000.0;130.84;5996;196.0;5165.8;6519.0;773.0;1569.0
2021-07-23;8440;2.736;0.818;305.0;3950;10.6;14.28;0.20392;4687;5.805;71.36;158600;;69.6;0.00667;0.00288;0.011;0.5715;486.0;457.0;38.555;32.615;208.0;43.76;1741.6;278.34;296.38;460.0;15360;156.0;457.0;;10.12;11.39;0.7963;49.605;1048.6;84.65;92.82;1.891;1.2962;548.85;7600;255.7;13661.0;1024.0;149.2;154.6;31.35;99.9;73.5;0.699;24990;1536.8;7.195;246.76;343.0;82.12;114.1;196.0;316.2;0.0453;0.2383;0.3808;0.1426;0.2925;0.0477;0.0566;1.19;2.2175;95.4;170.0;6.655;125.35;79.28;1378;66.6;5130.0;630.8;6433.5;160.1;5.96;238.9;3025;14610;;388.5;25.16;0.00632;72.6;9.97;43.85;11.46;4.394;0.788;139.14;16.61;;34.8;2254.5;758.0;2340.0;421.8;279.51;0.679;30040;2626;1404.0;63.94;0.046735;;66.94;15.4;29.887;13.544;65600.0;129.75;6018;193.0;5196.4;6523.2;769.0;1546.8
2021-07-26;8420;2.73;0.812;304.5;4140;10.48;14.16;0.20288;4703;5.89;71.04;160250;;69.6;0.00665;0.00287;0.011016;0.5685;489.8;458.0;38.425;32.5;203.0;43.94;1748.6;284.95;303.34;465.0;15160;154.2;487.0;;9.965;11.38;0.8008;49.4;1090.0;84.95;93.62;1.861;1.3063;552.7;7510;254.0;13724.0;1059.8;149.8;154.0;31.34;98.4;75.0;0.685;25180;1566.0;7.38;248.84;340.0;82.44;115.7;196.5;319.35;0.04515;0.2374;0.382;0.141;0.2905;0.0493;0.05675;1.1955;2.2055;95.55;171.05;6.67;125.0;78.41;1376;67.175;5215.0;628.9;6405.0;158.75;6.0;233.7;3090;15120;;409.5;24.82;0.006325;72.4;9.95;43.85;11.46;4.3805;0.779;137.96;16.68;;34.35;2312.5;752.4;2330.0;421.0;281.05;0.682;30200;2571;1411.0;64.36;0.04658;;66.4;16.125;30.168;13.5;65200.0;130.35;6016;195.0;5155.2;6660.0;760.0;1557.6
2021-07-27;8580;2.734;0.81;304.5;4170;10.5;14.14;0.20312;4637;5.955;71.82;160800;;69.0;0.00658;0.00286;0.011226;0.567;487.6;453.3;38.39;32.54;205.5;44.0;1783.2;281.65;299.71;465.6;15200;157.0;461.5;;10.39;11.374;0.7997;49.005;1080.2;85.05;93.58;1.851;1.2999;551.2;7540;251.34;13590.5;1097.0;150.4;151.0;31.2;99.9;72.5;0.6555;25432;1554.4;7.2;256.56;337.0;82.32;113.9;194.0;316.85;0.0453;0.24;0.3866;0.1438;0.2915;0.04835;0.05595;1.2;2.2175;94.0;171.63;6.637;127.0;79.34;1386;68.41;5198.5;627.9;6332.5;159.0;5.95;234.0;3010;15050;;395.0;24.42;0.00642;72.5;9.91;44.38;11.46;4.3475;0.785;137.9;16.97;;34.9;2340.0;764.6;2326.0;422.7;278.08;0.6794;30940;2560;1401.5;64.42;0.046235;;66.1;17.925;29.911;13.448;65000.0;129.8;6054;195.0;5035.2;6474.8;747.5;1540.0
2021-07-28;8520;2.767;0.8146;306.0;4105;10.4;14.1;0.2075;4665;5.94;72.56;161800;;69.0;0.00659;0.00286;0.011594;0.564;493.7;460.9;38.235;32.91;207.5;43.7;1788.0;283.69;302.9;458.6;15300;157.2;456.0;;10.325;11.35;0.8101;50.67;1077.0;85.4;93.92;1.865;1.3184;554.25;7540;257.86;13775.0;1147.0;151.0;150.7;30.99;99.1;70.5;0.687;25690;1604.6;7.305;256.28;337.5;82.48;113.3;196.0;318.15;0.04565;0.2435;0.392;0.1442;0.296;0.04915;0.05605;1.2015;2.2065;94.9;171.9;6.655;129.85;79.8;1380;68.85;5265.0;635.0;6415.0;159.0;6.03;231.5;2990;15000;;391.5;24.72;0.006405;72.4;9.91;45.83;11.44;4.4005;0.796;137.98;17.75;;36.35;2329.0;768.4;2375.0;426.2;282.2;0.695;30980;2604;1405.0;64.44;0.048;;67.44;16.0;29.706;13.34;65200.0;131.72;6060;195.5;5076.8;6314.0;753.0;1577.0
2021-07-29;8440;2.75;0.8298;307.0;4200;10.32;14.08;0.2044;4718;5.8;72.68;164500;;68.8;0.0066;0.00283;0.011556;0.559;496.0;464.8;38.13;33.49;208.0;44.02;1795.4;284.95;303.12;458.6;15180;156.2;457.5;;10.1;11.598;0.8196;52.265;1083.0;85.95;93.68;1.897;1.3072;554.0;7480;261.92;14105.5;1138.3;152.0;151.0;31.1;99.9;70.6;0.695;25178;1640.2;7.375;258.34;337.0;83.2;112.45;196.0;318.0;0.04565;0.2424;0.394;0.145;0.295;0.04915;0.0561;1.24;2.232;94.05;174.32;6.666;132.7;81.19;1388;69.35;5347.0;640.7;6416.0;159.35;6.06;234.3;2960;14760;;390.0;24.58;0.00631;72.3;9.96;47.93;11.44;4.4155;0.797;138.16;17.8;;35.8;2380.0;779.4;2395.0;428.45;287.0;0.6805;30700;2655;1412.0;65.01;0.04836;;67.24;15.13;30.258;13.4;65400.0;133.96;6080;195.0;5034.6;6357.0;750.0;1608.9
2021-07-30;8480;2.741;0.822;305.0;4150;10.34;13.98;0.20196;4637;5.835;99.7;162650;;71.2;0.00664;0.00279;0.011222;0.5555;488.4;456.1;38.1;32.465;202.5;44.05;1799.4;288.7;305.59;461.6;15180;153.4;455.5;;10.035;11.378;0.8125;51.96;1063.0;85.05;93.51;1.913;1.3234;544.5;7480;256.6;14000.0;1150.3;153.0;151.7;30.81;98.5;69.9;0.72;25318;1633.8;7.2;258.5;330.5;83.28;115.0;196.0;316.1;0.0457;0.2441;0.3956;0.1516;0.3065;0.0488;0.056;1.2385;2.159;93.6;173.41;6.572;132.0;80.5;1386;68.795;5337.0;641.1;6299.0;161.15;6.15;233.4;2925;14610;;389.5;24.4;0.006065;72.2;9.9;50.3;11.52;4.373;0.783;140.18;18.01;;35.65;2370.5;768.6;2378.0;425.35;287.35;0.6752;30620;2655;1400.0;64.85;0.04846;;67.16;16.4;29.661;13.326;65600.0;130.57;6052;195.0;4970.4;6113.8;746.5;1592.4
2021-08-02;8310;2.741;0.8302;308.5;4150;10.32;14.08;0.20018;4561;5.73;101.88;163200;;71.0;0.00655;0.00276;0.011476;0.56;491.2;460.7;37.94;32.61;205.5;43.77;1786.0;286.55;306.51;457.8;15120;155.8;449.0;;10.005;11.494;0.8221;52.36;1073.8;84.6;93.17;1.92;1.3096;548.85;7470;262.7;13896.0;1176.7;151.0;151.3;39.01;107.6;71.1;0.713;25290;1625.8;7.315;256.86;333.0;91.8;119.0;194.5;316.85;0.0456;0.2426;0.3954;0.1518;0.2985;0.0493;0.0564;1.2415;2.2065;93.6;174.3;6.603;133.7;81.55;1384;69.145;5321.0;640.1;6308.0;164.05;6.17;233.6;2780;14020;;389.0;24.42;0.00605;72.6;9.87;56.0;11.5;4.382;0.785;138.12;17.86;;35.8;2353.5;771.2;2386.0;422.35;286.75;0.68;30180;2713;1400.0;65.35;0.048785;;66.78;16.9;29.875;13.402;65400.0;130.55;6052;194.5;4938.0;6169.8;743.0;1584.5
2021-08-03;8400;2.753;0.8244;311.0;4225;10.38;14.1;0.1989;4632;5.935;100.48;162400;;70.8;0.0066;0.00276;0.0114;0.5595;491.4;459.6;37.895;32.6;207.0;43.79;1792.8;291.76;309.89;455.6;15200;153.8;472.5;;10.0;11.616;0.8271;51.84;1074.0;85.0;93.7;1.924;1.294;551.0;7500;258.94;14030.0;1184.4;151.2;154.0;34.62;106.0;70.8;0.7095;25582;1660.0;7.335;258.0;332.0;93.76;123.0;194.5;317.3;0.0454;0.2424;0.3936;0.148;0.308;0.049;0.0555;1.234;2.19;92.35;174.3;6.669;135.5;81.5;1376;69.155;5383.0;642.9;6297.0;163.7;6.1;233.5;2680;13400;;388.0;24.46;0.00587;72.5;9.91;66.39;11.46;4.395;0.776;136.12;17.75;;35.25;2374.0;772.0;2399.0;426.0;287.09;0.6654;30320;2696;1387.0;66.06;0.048995;;67.24;16.92;29.678;13.52;65400.0;135.09;6008;194.5;4934.0;6416.6;734.0;1583.0
2021-08-04;8400;2.768;0.831;310.0;4265;10.3;14.1;0.19838;4611;5.905;102.1;160450;;72.2;0.00661;0.00278;0.01145;0.5555;490.6;457.3;37.785;33.67;202.5;43.86;1789.6;290.82;311.1;455.0;15180;152.8;481.0;;10.01;11.96;0.8237;51.325;1089.0;84.65;93.76;1.929;1.281;543.5;7460;260.68;14060.0;1194.9;150.2;157.2;35.66;108.3;70.6;0.7115;25446;1648.4;7.35;257.94;334.0;95.38;130.0;195.0;316.4;0.0454;0.2435;0.3908;0.1482;0.3105;0.0493;0.055;1.2275;2.201;92.85;174.35;6.694;137.0;82.69;1382;69.98;5415.0;643.8;6235.0;164.15;6.25;231.1;2755;14100;;388.5;24.5;0.00585;72.8;9.97;65.45;11.32;4.36;0.785;135.9;17.9;;35.55;2377.5;766.0;2386.5;424.45;287.94;0.6665;30220;2686;1395.5;66.68;0.049125;;66.78;16.57;29.598;13.498;65400.0;138.37;5946;195.0;4989.6;6544.2;734.0;1602.1
2021-08-05;8430;2.771;0.835;306.0;4210;10.36;14.04;0.19914;4605;5.865;106.66;160700;;71.4;0.00664;0.00279;0.011716;0.554;502.0;465.0;37.6;33.44;207.0;44.17;1796.8;294.75;315.82;451.2;15120;153.6;480.0;;10.08;12.484;0.8292;51.755;1099.0;87.65;96.98;1.935;1.2863;548.0;7510;260.64;13940.5;1187.3;150.6;159.4;35.5;107.1;70.8;0.711;25496;1686.4;7.43;262.34;334.5;93.96;125.0;197.5;316.6;0.0454;0.2442;0.3904;0.1478;0.305;0.04915;0.05525;1.2255;2.205;92.5;176.0;6.75;135.85;81.9;1386;70.235;5489.5;646.5;6312.0;166.95;6.25;230.6;2745;14090;;389.0;24.94;0.00575;72.9;9.91;67.94;11.32;4.3775;0.786;136.54;17.82;;35.5;2371.5;761.4;2420.0;421.65;285.95;0.668;30320;2746;1360.0;70.49;0.04968;;67.32;16.38;29.818;13.458;65200.0;138.98;5994;194.5;4995.0;6747.2;719.0;1582.1
2021-08-06;8330;2.748;0.8274;309.0;4205;10.3;14.04;0.197;4616;5.92;105.0;159000;;70.6;0.00661;0.00281;0.011674;0.5525;494.1;461.1;37.48;33.4;206.5;43.91;1759.8;296.31;319.15;449.0;15000;152.4;464.0;;10.045;12.31;0.8212;51.25;1099.8;88.7;95.65;1.927;1.2725;544.9;7440;257.74;13674.0;1176.8;150.6;158.2;32.73;103.6;70.3;0.72;25102;1667.6;7.435;256.02;339.5;97.84;125.45;198.5;316.1;0.04555;0.244;0.3902;0.1464;0.305;0.04915;0.05545;1.219;2.1915;93.1;174.5;6.69;136.5;81.33;1380;68.615;5458.5;642.5;6236.0;168.0;6.2;229.8;2710;13910;;390.0;24.82;0.00572;73.4;9.94;67.03;11.4;4.324;0.788;135.56;17.97;;35.9;2354.0;760.4;2388.5;427.4;282.27;0.6733;29940;2829;1355.0;70.91;0.049945;;66.86;16.13;29.592;13.396;65400.0;138.71;5980;194.0;4971.2;6749.0;725.0;1551.5
